Sensor type	Sensor SN	Board SN	Averaging	Ch. A Mode	Ch. A Gain	Ch. B Mode	Ch. B Gain			
1/24/2025 3:00:44 PM	2.100	0.000	0.136000	-0.155000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:45 PM	2.100	0.000	0.136000	-0.155000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:46 PM	2.000	0.000	0.133000	-0.158000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:47 PM	2.100	0.000	0.137000	-0.154000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:48 PM	2.100	0.000	0.136000	-0.155000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:49 PM	2.100	0.000	0.137000	-0.154000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:50 PM	2.100	0.000	0.137000	-0.154000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:51 PM	2.100	0.000	0.135000	-0.156000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:52 PM	2.100	0.000	0.136000	-0.155000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:53 PM	2.100	0.000	0.135000	-0.156000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:54 PM	2.100	0.000	0.135000	-0.156000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:55 PM	2.100	0.000	0.136000	-0.155000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:00:56 PM	2.000	0.000	0.135000	-0.156000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:57 PM	2.000	0.000	0.135000	-0.156000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:58 PM	2.000	0.000	0.134000	-0.157000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:00:59 PM	2.000	0.000	0.134000	-0.157000	-8457	-1	-1	0.0	-0.0	23
1/24/2025 3:01:00 PM	2.000	0.000	0.133000	-0.157000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:01 PM	2.000	0.000	0.134000	-0.157000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:02 PM	2.000	0.000	0.133000	-0.158000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:03 PM	2.000	0.000	0.134000	-0.157000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:04 PM	2.000	0.000	0.132000	-0.159000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:05 PM	2.000	0.000	0.131000	-0.159000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:06 PM	2.000	0.000	0.131000	-0.160000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:07 PM	2.000	0.000	0.130000	-0.160000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:08 PM	1.900	0.000	0.127000	-0.164000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:09 PM	1.900	0.000	0.127000	-0.164000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:10 PM	1.900	0.000	0.127000	-0.164000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:11 PM	1.900	0.000	0.124000	-0.167000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:12 PM	1.900	0.000	0.126000	-0.165000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:13 PM	1.900	0.000	0.125000	-0.166000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:14 PM	1.900	0.000	0.124000	-0.167000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:15 PM	1.900	0.000	0.124000	-0.167000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:16 PM	1.900	0.000	0.125000	-0.166000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:17 PM	1.900	0.000	0.126000	-0.165000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:18 PM	1.900	0.000	0.126000	-0.165000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:19 PM	1.900	0.000	0.125000	-0.166000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:20 PM	1.900	0.000	0.125000	-0.166000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:21 PM	1.900	0.000	0.123000	-0.168000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:22 PM	1.800	0.000	0.121000	-0.170000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:23 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:24 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:25 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:26 PM	1.900	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:27 PM	1.800	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:28 PM	1.800	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:29 PM	1.800	0.000	0.121000	-0.170000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:30 PM	1.800	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.2	23
1/24/2025 3:01:31 PM	1.900	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:32 PM	1.900	0.000	0.124000	-0.167000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:33 PM	1.900	0.000	0.123000	-0.168000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:34 PM	1.900	0.000	0.124000	-0.167000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:35 PM	1.900	0.000	0.123000	-0.168000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:36 PM	1.900	0.000	0.122000	-0.169000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:37 PM	1.800	0.000	0.121000	-0.170000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:38 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:39 PM	1.800	0.000	0.118000	-0.172000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:40 PM	1.800	0.000	0.121000	-0.170000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:41 PM	1.800	0.000	0.119000	-0.172000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:42 PM	1.800	0.000	0.119000	-0.172000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:43 PM	1.800	0.000	0.118000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:44 PM	1.800	0.000	0.119000	-0.172000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:45 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:46 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:47 PM	1.800	0.000	0.120000	-0.171000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:48 PM	1.800	0.000	0.118000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:49 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:50 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:51 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:52 PM	1.800	0.000	0.118000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:53 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:54 PM	1.800	0.000	0.118000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:55 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:56 PM	1.800	0.000	0.118000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:57 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:58 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:01:59 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:00 PM	1.800	0.000	0.117000	-0.173000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:01 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:02 PM	1.800	0.000	0.117000	-0.174000	-8457	-1	-1	0.0	-0.0	23
1/24/2025 3:02:03 PM	1.800	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:04 PM	1.700	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:05 PM	1.700	0.000	0.116000	-0.175000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:06 PM	1.700	0.000	0.113000	-0.178000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:07 PM	1.700	0.000	0.111000	-0.180000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:08 PM	1.700	0.000	0.110000	-0.181000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:09 PM	1.600	0.000	0.109000	-0.182000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:10 PM	1.700	0.000	0.112000	-0.179000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:11 PM	1.700	0.000	0.112000	-0.179000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:12 PM	1.700	0.000	0.110000	-0.181000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:13 PM	1.700	0.000	0.110000	-0.181000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:14 PM	1.700	0.000	0.109000	-0.182000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:15 PM	1.600	0.000	0.108000	-0.183000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:16 PM	1.600	0.000	0.108000	-0.183000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:17 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:18 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:19 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:20 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:21 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:22 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:23 PM	1.600	0.000	0.104000	-0.187000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:24 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:25 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:26 PM	1.600	0.000	0.107000	-0.183000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:27 PM	1.600	0.000	0.107000	-0.184000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:28 PM	1.600	0.000	0.107000	-0.184000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:29 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:30 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:31 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:32 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:33 PM	1.600	0.000	0.104000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:34 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:35 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:36 PM	1.600	0.000	0.107000	-0.184000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:37 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:38 PM	1.600	0.000	0.106000	-0.185000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:39 PM	1.600	0.000	0.107000	-0.184000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:40 PM	1.600	0.000	0.106000	-0.184000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:41 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:42 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:43 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:44 PM	1.600	0.000	0.104000	-0.187000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:45 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:46 PM	1.600	0.000	0.104000	-0.187000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:47 PM	1.600	0.000	0.104000	-0.187000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:48 PM	1.600	0.000	0.105000	-0.186000	-8457	-1	-1	0.0	-0.1	23
1/24/2025 3:02:49 PM	1.600	0.000	0.107000	-0.184000	-8457	-1	-1	0.0	-0.1	23
