Sensor type	Sensor SN	Board SN	Averaging	Ch. A Mode	Ch. A Gain	Ch. B Mode	Ch. B Gain			
1/24/2025 3:01:10 PM	270.600	0.027	-0.654000	-0.263000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:11 PM	271.200	0.027	-0.655000	-0.264000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:12 PM	273.300	0.027	-0.660000	-0.269000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:13 PM	273.200	0.027	-0.660000	-0.269000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:14 PM	273.600	0.027	-0.661000	-0.270000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:15 PM	274.100	0.027	-0.662000	-0.271000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:16 PM	274.700	0.027	-0.664000	-0.273000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:17 PM	273.300	0.027	-0.661000	-0.269000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:18 PM	274.900	0.027	-0.664000	-0.273000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:19 PM	274.100	0.027	-0.662000	-0.271000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:20 PM	275.300	0.028	-0.665000	-0.274000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:21 PM	274.600	0.027	-0.664000	-0.272000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:22 PM	275.800	0.028	-0.667000	-0.275000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:23 PM	275.300	0.028	-0.665000	-0.274000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:24 PM	275.100	0.028	-0.665000	-0.274000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:25 PM	275.500	0.028	-0.666000	-0.275000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:26 PM	274.800	0.027	-0.664000	-0.273000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:27 PM	275.200	0.028	-0.665000	-0.274000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:28 PM	274.800	0.027	-0.664000	-0.273000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:29 PM	275.600	0.028	-0.666000	-0.275000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:30 PM	276.100	0.028	-0.667000	-0.276000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:31 PM	275.800	0.028	-0.667000	-0.275000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:32 PM	276.800	0.028	-0.669000	-0.278000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:33 PM	276.000	0.028	-0.667000	-0.276000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:34 PM	276.900	0.028	-0.669000	-0.278000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:35 PM	276.400	0.028	-0.668000	-0.277000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:36 PM	276.300	0.028	-0.668000	-0.277000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:37 PM	277.400	0.028	-0.670000	-0.279000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:38 PM	276.800	0.028	-0.669000	-0.278000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:39 PM	276.700	0.028	-0.669000	-0.278000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:40 PM	276.900	0.028	-0.669000	-0.278000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:41 PM	276.700	0.028	-0.669000	-0.277000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:42 PM	276.100	0.028	-0.667000	-0.276000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:43 PM	276.300	0.028	-0.668000	-0.276000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:44 PM	276.200	0.028	-0.667000	-0.276000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:45 PM	276.500	0.028	-0.668000	-0.277000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:46 PM	277.300	0.028	-0.670000	-0.279000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:47 PM	277.000	0.028	-0.670000	-0.278000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:48 PM	276.400	0.028	-0.668000	-0.277000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:49 PM	277.900	0.028	-0.672000	-0.280000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:50 PM	277.500	0.028	-0.671000	-0.279000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:51 PM	277.700	0.028	-0.671000	-0.280000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:52 PM	276.400	0.028	-0.668000	-0.277000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:53 PM	277.400	0.028	-0.670000	-0.279000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:54 PM	277.900	0.028	-0.672000	-0.280000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:55 PM	278.000	0.028	-0.672000	-0.281000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:56 PM	277.900	0.028	-0.672000	-0.280000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:57 PM	278.500	0.028	-0.673000	-0.282000	0	0	0	0.0	-0.1	22
1/24/2025 3:01:58 PM	278.300	0.028	-0.673000	-0.281000	0	0	0	0.0	-0.0	22
1/24/2025 3:01:59 PM	278.100	0.028	-0.672000	-0.281000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:00 PM	277.500	0.028	-0.671000	-0.279000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:01 PM	278.300	0.028	-0.673000	-0.281000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:02 PM	278.300	0.028	-0.673000	-0.281000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:03 PM	279.700	0.028	-0.676000	-0.285000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:04 PM	278.600	0.028	-0.673000	-0.282000	0	0	0	0.0	-0.0	22
1/24/2025 3:02:05 PM	278.700	0.028	-0.674000	-0.282000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:06 PM	278.300	0.028	-0.673000	-0.281000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:07 PM	278.900	0.028	-0.674000	-0.283000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:08 PM	279.100	0.028	-0.675000	-0.283000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:09 PM	279.500	0.028	-0.676000	-0.284000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:10 PM	279.400	0.028	-0.675000	-0.284000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:11 PM	279.600	0.028	-0.676000	-0.285000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:12 PM	280.200	0.028	-0.677000	-0.286000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:13 PM	281.200	0.028	-0.680000	-0.288000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:14 PM	281.400	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:15 PM	282.000	0.028	-0.682000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:16 PM	281.600	0.028	-0.681000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:17 PM	281.300	0.028	-0.680000	-0.288000	0	0	0	0.0	-0.0	22
1/24/2025 3:02:18 PM	282.000	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:19 PM	281.500	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:20 PM	281.900	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:21 PM	281.600	0.028	-0.681000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:22 PM	281.100	0.028	-0.679000	-0.288000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:23 PM	281.500	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:24 PM	280.500	0.028	-0.678000	-0.287000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:25 PM	281.200	0.028	-0.680000	-0.288000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:26 PM	281.500	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:27 PM	281.400	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:28 PM	281.600	0.028	-0.681000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:29 PM	281.800	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:30 PM	281.300	0.028	-0.680000	-0.289000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:31 PM	282.100	0.028	-0.682000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:32 PM	281.800	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:33 PM	282.100	0.028	-0.682000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:34 PM	281.900	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:35 PM	282.300	0.028	-0.682000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:36 PM	282.000	0.028	-0.681000	-0.290000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:37 PM	282.500	0.028	-0.683000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:38 PM	282.800	0.028	-0.684000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:39 PM	282.200	0.028	-0.682000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:40 PM	282.700	0.028	-0.683000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:41 PM	282.900	0.028	-0.684000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:42 PM	283.400	0.028	-0.685000	-0.294000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:43 PM	283.100	0.028	-0.684000	-0.293000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:44 PM	282.600	0.028	-0.683000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:45 PM	282.700	0.028	-0.683000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:46 PM	282.900	0.028	-0.684000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:47 PM	283.200	0.028	-0.685000	-0.293000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:48 PM	282.500	0.028	-0.683000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:49 PM	283.000	0.028	-0.684000	-0.293000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:50 PM	282.600	0.028	-0.683000	-0.292000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:51 PM	283.100	0.028	-0.684000	-0.293000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:52 PM	282.400	0.028	-0.683000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:53 PM	282.500	0.028	-0.683000	-0.291000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:54 PM	283.900	0.028	-0.686000	-0.295000	0	0	0	0.0	-0.1	22
1/24/2025 3:02:55 PM	284.200	0.028	-0.687000	-0.296000	0	0	0	0.0	-0.1	23
1/24/2025 3:02:56 PM	284.200	0.028	-0.687000	-0.296000	0	0	0	0.0	-0.1	23
1/24/2025 3:02:57 PM	283.800	0.028	-0.686000	-0.295000	0	0	0	0.0	-0.1	23
